,g,pval,qval
457,COLGALT2,0.7447818751639983,0.9743690877266066
234,ATP6V0E1,0.7460815608370607,0.9757557688325311
2554,DNAJB12,0.7466095093452905,0.9761325740556801
3099,NQO2,0.7483222735273438,0.9780576921182689
3029,MYO1D,0.7497499573809112,0.979044676739814
2571,EDNRA,0.7497990804417691,0.979044676739814
3406,FAM83G,0.7494901624700248,0.979044676739814
3171,AC131888.1,0.7502650745795165,0.9793389523857063
692,FAM102A,0.7509179025866551,0.9798768398613935
443,CNDP2,0.9807032750865802,0.9807036309938074
2,AARS,0.9807033104573981,0.9807036309938074
18,AC007016.1,0.9807033433172526,0.9807036309938074
436,CLPTM1,0.980703224567263,0.9807036309938074
11,ABHD4,0.9807034089293397,0.9807036309938074
424,CHMP7,0.980703283538191,0.9807036309938074
454,COASY,0.9807032608930935,0.9807036309938074
423,CHMP6,0.9807033317041023,0.9807036309938074
14,AC004069.1,0.8618450243700779,0.9807036309938074
89,ADH5,0.9807033831647519,0.9807036309938074
87,ADGRE5,0.7753325780893869,0.9807036309938074
442,CNBP,0.9807032695893326,0.9807036309938074
91,ADORA1,0.9807032766265595,0.9807036309938074
6,ABCF3,0.8064865025000263,0.9807036309938074
137,AL390719.2,0.9807033593394748,0.9807036309938074
441,CMTR1,0.9807035948753632,0.9807036309938074
130,AL162293.1,0.9807033699234843,0.9807036309938074
80,ADA,0.9807034375152502,0.9807036309938074
3,ABCA2,0.9807032889098446,0.9807036309938074
101,AGAP9,0.840229374908543,0.9807036309938074
132,AL356000.1,0.9807035307651506,0.9807036309938074
134,AL365277.1,0.9807033728591138,0.9807036309938074
82,ADAM15,0.9807032373144762,0.9807036309938074
452,CNPY3,0.980703376210906,0.9807036309938074
3440,GLMP,0.756392808893754,0.9807036309938074
3461,HIVEP2,0.8304540598912434,0.9807036309938074
7,ABCG1,0.9807033739838762,0.9807036309938074
5,ABCA8,0.9807034296072085,0.9807036309938074
10,ABHD2,0.9807034743766841,0.9807036309938074
425,CHPF2,0.9807032828127227,0.9807036309938074
57,AC136618.1,0.9807033165498422,0.9807036309938074
23,AC010503.4,0.9807033314791503,0.9807036309938074
3405,FAM53B,0.9067562392241835,0.9807036309938074
3418,FGFRL1,0.8064346174191137,0.9807036309938074
43,AC079228.1,0.7549629144789742,0.9807036309938074
3451,GRINA,0.7739752940272062,0.9807036309938074
46,AC092017.1,0.9807033746024956,0.9807036309938074
116,AKAP8,0.9807033653494518,0.9807036309938074
55,AC115618.3,0.9807033926043275,0.9807036309938074
3407,FARSA,0.8273417691647005,0.9807036309938074
64,ACADS,0.9807034517219892,0.9807036309938074
3414,FEM1A,0.8378041248640391,0.9807036309938074
450,CNPPD1,0.9807032930311439,0.9807036309938074
3445,GPAT4,0.8913541317801672,0.9807036309938074
3412,FCER1G,0.9264698790203537,0.9807036309938074
59,AC136632.2,0.9807035675245958,0.9807036309938074
449,CNOT9,0.9040454319884961,0.9807036309938074
3446,GPCPD1,0.8638637888105702,0.9807036309938074
114,AKAP11,0.9807033665398249,0.9807036309938074
65,ACADVL,0.9807033571424406,0.9807036309938074
36,AC073111.5,0.8570676386841383,0.9807036309938074
431,CIZ1,0.9807032385667028,0.9807036309938074
3420,FKBP1C,0.9120516880879908,0.9807036309938074
3400,FAH,0.971597358399614,0.9807036309938074
428,CIB1,0.789529660806211,0.9807036309938074
105,AHCY,0.9807032619691098,0.9807036309938074
3448,GPM6B,0.8474501203189002,0.9807036309938074
74,ACSL5,0.9807032722943719,0.9807036309938074
3401,FAHD2A,0.9807033002905191,0.9807036309938074
24,AC011506.1,0.980703409235838,0.9807036309938074
73,ACSF3,0.9807034523874764,0.9807036309938074
427,CIAPIN1,0.8179964998269231,0.9807036309938074
435,CLNS1A,0.980703352004156,0.9807036309938074
444,CNIH1,0.98070332583848,0.9807036309938074
434,CLN5,0.9807033079519981,0.9807036309938074
71,ACP2,0.9807033403347625,0.9807036309938074
3422,FLII,0.7518230395206917,0.9807036309938074
121,AL031727.1,0.9807032534228415,0.9807036309938074
68,ACO2,0.9807034061549209,0.9807036309938074
451,CNPY2,0.98070328150613,0.9807036309938074
111,AIP,0.9807035221569007,0.9807036309938074
25,AC015720.2,0.7591823271919391,0.9807036309938074
75,ACSS2,0.9807034290598226,0.9807036309938074
322,C6orf136,0.7562180631575837,0.9807036309938074
3466,HMCES,0.7621289031083679,0.9807036309938074
256,BAG6,0.980703354529245,0.9807036309938074
3601,NEK6,0.7829790812716801,0.9807036309938074
258,BAK1,0.9807034214676559,0.9807036309938074
3766,ICAM3,0.8291795098152859,0.9807036309938074
3765,IAH1,0.8631304134381994,0.9807036309938074
259,BANF1,0.9807032875338914,0.9807036309938074
355,CBX4,0.9807034651967024,0.9807036309938074
261,BCL2L12,0.9807033800163532,0.9807036309938074
3605,NFYC,0.9779593377347052,0.9807036309938074
3606,NID1,0.9651953457571494,0.9807036309938074
3607,NLRX1,0.9798342605280164,0.9807036309938074
262,BCL2L15,0.9807032928155653,0.9807036309938074
3611,NT5DC2,0.7923809721073967,0.9807036309938074
267,BDKRB2,0.9807033283391957,0.9807036309938074
269,BFAR,0.9807033691117809,0.9807036309938074
3751,GRAMD1A,0.8647059901156666,0.9807036309938074
3613,ABHD10,0.8253277353792569,0.9807036309938074
3749,GPX1,0.7779770303695471,0.9807036309938074
273,BIN3,0.9807035780103018,0.9807036309938074
352,CAV2,0.9807032958149194,0.9807036309938074
3744,GFOD1,0.8350555759237249,0.9807036309938074
3776,ITPK1,0.7771154921748589,0.9807036309938074
277,BLOC1S6,0.980703381268589,0.9807036309938074
254,BAD,0.9807035100824868,0.9807036309938074
3593,NAXE,0.9491995496370056,0.9807036309938074
372,CCND3,0.9807033317490927,0.9807036309938074
228,ATL3,0.8502218576332667,0.9807036309938074
369,CCNB1IP1,0.980703292701215,0.9807036309938074
366,CCDC88B,0.9807034543923737,0.9807036309938074
3575,MTRNR2L6,0.9487927078454206,0.9807036309938074
365,CCDC85C,0.9807033745949972,0.9807036309938074
363,CCDC57,0.9807033928798945,0.9807036309938074
236,ATP6V1C1,0.9807033440755287,0.9807036309938074
3581,MXD4,0.9778533765907677,0.9807036309938074
362,CCDC144NL.AS1,0.9807034297328073,0.9807036309938074
238,ATPAF2,0.980703357395512,0.9807036309938074
361,CCDC130,0.9807033803687788,0.9807036309938074
360,CCDC107,0.980703345787977,0.9807036309938074
358,CC2D1A,0.8820897699753807,0.9807036309938074
242,ATXN3,0.9807032682293149,0.9807036309938074
243,ATXN7L3,0.9807034108873673,0.9807036309938074
3590,NAA25,0.9750691401771212,0.9807036309938074
245,AURKAIP1,0.9807033760721853,0.9807036309938074
3591,NADSYN1,0.9321711212094954,0.9807036309938074
247,B4GALNT3,0.9807032732579133,0.9807036309938074
249,B4GALT5,0.9807034452461445,0.9807036309938074
3595,NDFIP2,0.8580546953097233,0.9807036309938074
227,ATG9A,0.980703458491213,0.9807036309938074
278,BMP2,0.980703354336161,0.9807036309938074
3621,AC067863.1,0.9116574205857817,0.9807036309938074
296,C15orf39,0.9807033433491208,0.9807036309938074
3705,CTDSPL,0.7577689262138988,0.9807036309938074
297,C15orf40,0.7677563612318978,0.9807036309938074
298,C16orf45,0.9807032487344866,0.9807036309938074
3650,AP2A2,0.9807031740808834,0.9807036309938074
328,CA9,0.9807032380961804,0.9807036309938074
3697,CORO1B,0.7677552205652234,0.9807036309938074
304,C19orf53,0.9807033162199129,0.9807036309938074
305,C19orf66,0.98070342118459,0.9807036309938074
326,C8orf82,0.9807032236468395,0.9807036309938074
306,C1QTNF1,0.7567394698302723,0.9807036309938074
325,C8orf4,0.980703450675956,0.9807036309938074
310,C1orf159,0.9807035298634588,0.9807036309938074
315,C20orf27,0.9807033103692919,0.9807036309938074
316,C2CD2,0.9807032469330038,0.9807036309938074
3683,CDCP1,0.8095276476873701,0.9807036309938074
319,C5orf15,0.9807032596183701,0.9807036309938074
3662,ATP13A2,0.9807030432512536,0.9807036309938074
320,C6orf106,0.9807034399925478,0.9807036309938074
323,C6orf89,0.9807033777780753,0.9807036309938074
321,C6orf132,0.9807034926982311,0.9807036309938074
332,CACNB3,0.9807034261016891,0.9807036309938074
350,CASP4,0.9807032209183748,0.9807036309938074
3709,CYFIP1,0.7863910368307333,0.9807036309938074
335,CADM1,0.9807034220619069,0.9807036309938074
349,CASP2,0.9807034111216932,0.9807036309938074
3623,AC092118.1,0.8925739611264324,0.9807036309938074
348,CASC3,0.980703327411269,0.9807036309938074
347,CARS,0.9807032473585361,0.9807036309938074
346,CARD19,0.980703291779851,0.9807036309938074
3737,FPGS,0.8561298110836817,0.9807036309938074
279,BMPR2,0.9807033269885467,0.9807036309938074
281,BPNT1,0.9807032076509744,0.9807036309938074
3627,AC099513.1,0.7600142160569933,0.9807036309938074
3731,FASN,0.9521965656217823,0.9807036309938074
345,CAPN15,0.9807033545957934,0.9807036309938074
344,CAPN12,0.9807033603555094,0.9807036309938074
287,BTG2,0.9807033808974173,0.9807036309938074
288,BTN3A1,0.9807033230968786,0.9807036309938074
292,C11orf58,0.9807032762985055,0.9807036309938074
3392,EPS8L3,0.9174409425393443,0.9807036309938074
293,C11orf68,0.9807032704685172,0.9807036309938074
294,C12orf75,0.9807033212513357,0.9807036309938074
3712,DDAH2,0.8616105050350814,0.9807036309938074
339,CAMK2G,0.756440070961281,0.9807036309938074
3643,AL109628.2,0.9807032416222862,0.9807036309938074
334,CAD,0.9807034560467187,0.9807036309938074
3465,HMBS,0.9523192115721637,0.9807036309938074
373,CCNK,0.9807033596469097,0.9807036309938074
225,ATG4B,0.9807033166004564,0.9807036309938074
165,ANO9,0.8781433714249465,0.9807036309938074
170,AP000356.3,0.9807032451999439,0.9807036309938074
172,AP003352.1,0.9101448443677993,0.9807036309938074
404,CELF1,0.7784155940609389,0.9807036309938074
173,AP1B1,0.9807032395058729,0.9807036309938074
174,AP1S1,0.980703252316832,0.9807036309938074
175,AP2A1,0.9807034498173839,0.9807036309938074
3503,KMT2B,0.9391592171289685,0.9807036309938074
177,AP5Z1,0.9807032944070976,0.9807036309938074
400,CDK5RAP2,0.980703341072418,0.9807036309938074
399,CDK5,0.9807032961223533,0.9807036309938074
178,APBB1,0.9781067262851552,0.9807036309938074
179,APBB3,0.9807032666349729,0.9807036309938074
397,CDK16,0.9807032947632709,0.9807036309938074
396,CDK10,0.980703521924448,0.9807036309938074
180,APEH,0.9807033793414954,0.9807036309938074
181,APH1A,0.9807034377055232,0.9807036309938074
182,API5,0.9807034418502869,0.9807036309938074
393,CDH1,0.9807033400685692,0.9807036309938074
184,APOL3,0.9807033351852348,0.9807036309938074
3516,LIMD2,0.7629060516868192,0.9807036309938074
405,CELF5,0.980703257031432,0.9807036309938074
392,CDC42SE1,0.8142489684749896,0.9807036309938074
164,ANKRD9,0.9807033546679655,0.9807036309938074
407,CENPX,0.9807033108810572,0.9807036309938074
140,AL590004.2,0.9807032331135186,0.9807036309938074
420,CHMP1B,0.8643976392787651,0.9807036309938074
419,CHKB,0.9807033443229761,0.9807036309938074
144,ALDH16A1,0.9807034310056673,0.9807036309938074
145,ALDH18A1,0.9807033339517478,0.9807036309938074
417,CHFR,0.8646775443437643,0.9807036309938074
416,CHDH,0.9807033544317657,0.9807036309938074
414,CHD2,0.9807034652360692,0.9807036309938074
147,ALKBH4,0.9807032724087221,0.9807036309938074
3480,IGBP1,0.8269195815697221,0.9807036309938074
149,ALOX5,0.9807033606938752,0.9807036309938074
150,ALS2CL,0.9807033784416852,0.9807036309938074
411,CERS5,0.9807034351776114,0.9807036309938074
155,ANAPC2,0.980703552079584,0.9807036309938074
409,CEP170B,0.9807035795259353,0.9807036309938074
3486,INPP5K,0.8023889096664965,0.9807036309938074
160,ANKRD13D,0.9807033804400137,0.9807036309938074
3491,JAG2,0.9772537408075469,0.9807036309938074
162,ANKRD52,0.9807035835507536,0.9807036309938074
408,CEP104,0.9807034438551832,0.9807036309938074
3494,KANSL3,0.7665312257524888,0.9807036309938074
406,CENPV,0.9807032271073319,0.9807036309938074
226,ATG4D,0.9807033102211987,0.9807036309938074
391,CDC42EP5,0.9807033271057092,0.9807036309938074
388,CDC16,0.980703437821749,0.9807036309938074
380,CD160,0.9807034266696957,0.9807036309938074
208,ARSA,0.9807034342674883,0.9807036309938074
210,ASB6,0.9807035501899658,0.9807036309938074
378,CCT6P3,0.9807034380110846,0.9807036309938074
377,CCT6A,0.9807033795458273,0.9807036309938074
3832,NCLN,0.9807032981094257,0.9807036309938074
3555,MNT,0.9277168608436316,0.9807036309938074
213,ASPHD1,0.9807034242477007,0.9807036309938074
214,ASS1,0.7558700141291718,0.9807036309938074
215,ATAD3A,0.9807033490216646,0.9807036309938074
3559,MOV10,0.9805183301231194,0.9807036309938074
216,ATAD3B,0.980703297959458,0.9807036309938074
3825,MXD3,0.7925389537362499,0.9807036309938074
217,ATF4P3,0.9807034496617911,0.9807036309938074
218,ATF4P4,0.9807035067006775,0.9807036309938074
3562,MRPL2,0.8639165923487848,0.9807036309938074
219,ATF6,0.980703263738726,0.9807036309938074
221,ATG10,0.980703239858296,0.9807036309938074
374,CCNL1,0.9807033023272688,0.9807036309938074
222,ATG12,0.9807033693835984,0.9807036309938074
224,ATG2A,0.980703348134978,0.9807036309938074
3545,METTL5,0.971416466713769,0.9807036309938074
390,CDC42EP4,0.9807034431606398,0.9807036309938074
3544,METTL23,0.9529218293358266,0.9807036309938074
3542,MED15,0.8612319446611524,0.9807036309938074
387,CDC123,0.980703272402161,0.9807036309938074
386,CD99L2,0.9807032538061956,0.9807036309938074
190,ARFIP2,0.9807032266799255,0.9807036309938074
385,CD7,0.9807036037029769,0.9807036309938074
191,ARHGAP27,0.9807033939334231,0.9807036309938074
384,CD6,0.9807032917929732,0.9807036309938074
383,CD320,0.9807033079735561,0.9807036309938074
382,CD2BP2,0.9807033529395824,0.9807036309938074
193,ARHGAP4,0.9807035536598899,0.9807036309938074
194,ARHGAP9,0.8321772252187056,0.9807036309938074
381,CD2AP,0.9807034135530596,0.9807036309938074
196,ARHGEF1,0.9807033816641306,0.9807036309938074
197,ARHGEF16,0.9807034500854533,0.9807036309938074
3536,MAP1S,0.9559317196273702,0.9807036309938074
200,ARL4C,0.9807033139197807,0.9807036309938074
201,ARMC10,0.9807034628918658,0.9807036309938074
202,ARMC7,0.9807034332683212,0.9807036309938074
3538,MBD3,0.8685047398091176,0.9807036309938074
203,ARMCX3,0.9807033070643761,0.9807036309938074
3540,MCM5,0.9408381599684837,0.9807036309938074
206,ARPC5,0.9807033831441312,0.9807036309938074
207,ARRDC3,0.980703400743868,0.9807036309938074
3520,LINC02334,0.778231613720685,0.9807036309938074
1935,MRPL14,0.9807030073804159,0.9807036309938074
455,COCH,0.9807034468367519,0.9807036309938074
2428,CHD1,0.9806097389966909,0.9807036309938074
1118,MARCKSL1,0.9807032527986022,0.9807036309938074
1120,MARK4,0.98070346156464,0.9807036309938074
1122,MAST2,0.9807033428945301,0.9807036309938074
1125,MCAT,0.9807033683094506,0.9807036309938074
1129,MEA1,0.9807034013812342,0.9807036309938074
1130,MECP2,0.9807034893829737,0.9807036309938074
1131,MED27,0.9807033800500959,0.9807036309938074
2411,CDK18,0.9807016830236175,0.9807036309938074
1132,MED28,0.980703548491559,0.9807036309938074
2409,CDC42EP2,0.9806060352503583,0.9807036309938074
1141,METRNL,0.9807034411285618,0.9807036309938074
1143,METTL12,0.9137743237746564,0.9807036309938074
1145,METTL2A,0.9807033824477155,0.9807036309938074
1149,MFSD7,0.9807033739463842,0.9807036309938074
2388,CCDC85B,0.82449190738573,0.9807036309938074
1154,MICA,0.9807034355806525,0.9807036309938074
2431,CHKA,0.8457089723878821,0.9807036309938074
2377,CAMTA2,0.9806775959062288,0.9807036309938074
1117,9-Mar,0.9807032281074257,0.9807036309938074
1114,MAPKAPK2,0.9807034041837714,0.9807036309938074
1091,LZTS2,0.9201020888186707,0.9807036309938074
1092,MAD1L1,0.9807032695659003,0.9807036309938074
1094,MAFF,0.9807033200525298,0.9807036309938074
2461,CNNM3,0.7535783786851213,0.9807036309938074
1096,MAGED1,0.9807032649422148,0.9807036309938074
1098,MAGI2.AS3,0.8920487109095286,0.9807036309938074
1099,MAGOH,0.9807033758865995,0.9807036309938074
1101,MAN1C1,0.980703356216387,0.9807036309938074
2454,CLSTN3,0.9805934298340897,0.9807036309938074
2453,CLPP,0.9807033335393358,0.9807036309938074
1103,MAN2B2,0.9807033590807797,0.9807036309938074
1104,MAN2C1,0.980703623836475,0.9807036309938074
1105,MAP3K20,0.980703389777422,0.9807036309938074
1106,MAP3K4,0.9807034842605881,0.9807036309938074
2444,CKS1B,0.9807032739674473,0.9807036309938074
1110,MAPK13,0.9807032681515192,0.9807036309938074
2437,CHTF8,0.8800026982306643,0.9807036309938074
1116,2-Mar-1,0.9807033288003473,0.9807036309938074
1090,LZTR1,0.8377221172466593,0.9807036309938074
2376,CALM1,0.9806817071318507,0.9807036309938074
2374,CACNA1A,0.9806886379197267,0.9807036309938074
1187,MRPL22,0.9807033219505612,0.9807036309938074
1193,MRPL55,0.980703293968442,0.9807036309938074
1195,MRPS12,0.9807035683119374,0.9807036309938074
1196,MRPS15,0.9807035151139604,0.9807036309938074
1197,MRPS16,0.980703510669242,0.9807036309938074
2311,ATP5H,0.9806901116082896,0.9807036309938074
1199,MRPS2,0.9807034185582634,0.9807036309938074
2305,ATF4,0.9806941382106877,0.9807036309938074
1203,MRTO4,0.980703335217103,0.9807036309938074
2299,ARPC5L,0.9805472694888919,0.9807036309938074
1205,MSL1,0.9807034424136074,0.9807036309938074
1211,MT.TQ,0.8481721572953851,0.9807036309938074
1213,MTA1,0.980703210282896,0.9807036309938074
1215,MTCH1,0.8401322633676775,0.9807036309938074
1216,MTCO2P22,0.9807032473735329,0.9807036309938074
2284,APTX,0.9806568041452733,0.9807036309938074
1219,MTMR11,0.9807035260907879,0.9807036309938074
1185,MRPL17,0.9807033480225019,0.9807036309938074
2375,CALHM2,0.9806911444435052,0.9807036309938074
2334,BCL7C,0.9805432379381316,0.9807036309938074
2338,BIRC3,0.980699678312421,0.9807036309938074
1159,MIEN1,0.9807032359666454,0.9807036309938074
2371,C8orf59,0.8292900254314134,0.9807036309938074
1160,MIER2,0.9807032702135724,0.9807036309938074
1164,MIR1244.3,0.9384716058493044,0.9807036309938074
1165,MIR1244.4,0.9807034293522616,0.9807036309938074
2364,C22orf39,0.9806677046723953,0.9807036309938074
2362,C1orf122,0.9806989175302137,0.9807036309938074
1168,MKNK2,0.9807032322343358,0.9807036309938074
1170,MLLT1,0.9807033194029813,0.9807036309938074
2356,C15orf48,0.7795211068495166,0.9807036309938074
1173,MOB3A,0.9807033570487105,0.9807036309938074
1174,MOB3C,0.9807032743395543,0.9807036309938074
1175,MON1A,0.9807032726243005,0.9807036309938074
1178,MPND,0.807314263033921,0.9807036309938074
2346,BRAT1,0.9806657931450011,0.9807036309938074
2345,BOK,0.9806992357633105,0.9807036309938074
2344,BOD1,0.9806363057000528,0.9807036309938074
1181,MRNIP,0.9807032885686682,0.9807036309938074
1086,LUC7L,0.980703401816143,0.9807036309938074
1085,LTBR,0.9807032546956898,0.9807036309938074
1083,LTA4H,0.9807032572067065,0.9807036309938074
992,KDELR2,0.9807032457407635,0.9807036309938074
993,KDF1,0.9807032917339233,0.9807036309938074
994,KDM2A,0.9807032586342089,0.9807036309938074
2601,EIF4A1P4,0.980688710962353,0.9807036309938074
997,KDSR,0.980703445956622,0.9807036309938074
999,KHSRP,0.7547610918363257,0.9807036309938074
1003,KIAA0930,0.9807032546432011,0.9807036309938074
1004,KIAA1161,0.9807034075543152,0.9807036309938074
1005,KIAA1191,0.8739652276739496,0.9807036309938074
1007,KIAA1456,0.7985650204013481,0.9807036309938074
1008,KIAA2013,0.9807033302775319,0.9807036309938074
1011,KLC4,0.9807032664006486,0.9807036309938074
1013,KLF3,0.9807035730837909,0.9807036309938074
1015,KLHL17,0.9807035395458695,0.9807036309938074
1016,KMT2A,0.9807032474803846,0.9807036309938074
1019,KPNA6,0.8028005774094115,0.9807036309938074
1020,KRAS,0.9807032256095348,0.9807036309938074
990,KCTD17,0.8467259119923366,0.9807036309938074
1022,KRT18P11,0.9807032740733619,0.9807036309938074
988,KCNJ3,0.9807033104498997,0.9807036309938074
985,KBTBD2,0.9807034551881465,0.9807036309938074
2643,FAM162A,0.8151096363582818,0.9807036309938074
2642,FAM160B2,0.9806757836943453,0.9807036309938074
2641,FAM126B,0.9806948598579156,0.9807036309938074
2639,FAM114A1,0.9806927471873507,0.9807036309938074
2633,EXOSC6,0.980608529452647,0.9807036309938074
2632,EXOSC2,0.980701922705961,0.9807036309938074
971,ITPA,0.9807032525211625,0.9807036309938074
972,ITPRIP,0.9807034798514945,0.9807036309938074
2627,EVA1B,0.9806000891206069,0.9807036309938074
974,JAG1,0.980703270742208,0.9807036309938074
976,JMJD1C,0.8182891605164209,0.9807036309938074
978,JOSD2,0.831091671747758,0.9807036309938074
2618,EPB41L1,0.9806622345430689,0.9807036309938074
981,KARS,0.9807033771885122,0.9807036309938074
982,KAT2A,0.8513837871531307,0.9807036309938074
984,KAT8,0.9807035542428972,0.9807036309938074
2612,ENDOG,0.9806988095801459,0.9807036309938074
987,KCNC4,0.9807034098047814,0.9807036309938074
2570,EDEM1,0.9805804096089754,0.9807036309938074
2569,DYNLRB1,0.9806853862407607,0.9807036309938074
1027,KRT18P38,0.9807034622479364,0.9807036309938074
2511,CYB561A3,0.9806870305873875,0.9807036309938074
1061,LINC01304,0.9807033761059282,0.9807036309938074
2506,CTU2,0.9806651337447788,0.9807036309938074
1066,LMBR1L,0.9807034102425023,0.9807036309938074
1067,LMBRD1,0.9807032418922274,0.9807036309938074
1068,LMO4,0.9807032115444938,0.9807036309938074
1069,LPAR2,0.9807034349732789,0.9807036309938074
1072,LRBA,0.9807033905085182,0.9807036309938074
1074,LRPPRC,0.9807032905735484,0.9807036309938074
1076,LRRC61,0.9807033372163643,0.9807036309938074
1077,LRRC8A,0.9807032926777826,0.9807036309938074
2489,CRLS1,0.9806182846949424,0.9807036309938074
1078,LRRC8C,0.9807033727597598,0.9807036309938074
1079,LRRFIP1,0.9807034094579791,0.9807036309938074
2486,CPNE7,0.8073157924869881,0.9807036309938074
1080,LRSAM1,0.8707046822257103,0.9807036309938074
2482,COX7A1,0.8412462372981746,0.9807036309938074
1059,LINC00969,0.9807032742402008,0.9807036309938074
1058,LINC00685,0.9807032486969947,0.9807036309938074
1054,LIMK1,0.9807032306746767,0.9807036309938074
2520,DAPK1,0.9806773539957626,0.9807036309938074
2563,DUSP22,0.9806836706377684,0.9807036309938074
1029,KRT19P1,0.7683535222884811,0.9807036309938074
2560,DSG2,0.9805693194154329,0.9807036309938074
2557,DNTTIP1,0.980696731425319,0.9807036309938074
1033,LAIR1,0.8743020764646763,0.9807036309938074
1034,LAMA4,0.9807032242073418,0.9807036309938074
1037,LAMTOR1,0.9807032529579426,0.9807036309938074
2547,DHRS7B,0.9806427772882049,0.9807036309938074
1222,MUC13,0.9807033642584327,0.9807036309938074
1038,LAMTOR2,0.9807032813749083,0.9807036309938074
2542,DERL1,0.980673880869129,0.9807036309938074
1040,LCMT1,0.980703324734341,0.9807036309938074
1042,LDHA,0.790949000445915,0.9807036309938074
1047,LGALS9,0.9807033749661688,0.9807036309938074
1048,LGALS9B,0.9807032468823899,0.9807036309938074
1050,LGMN,0.9807032211817546,0.9807036309938074
1052,LIG1,0.9807034842465284,0.9807036309938074
2523,DCAF11,0.9806687951386605,0.9807036309938074
1039,LAS1L,0.9807035911017423,0.9807036309938074
1223,MUL1,0.951531824643167,0.9807036309938074
2278,APOBEC3C,0.9805858430439255,0.9807036309938074
1225,MUS81,0.980703223327222,0.9807036309938074
1674,LFNG,0.9807032028951455,0.9807036309938074
1676,LGALS8,0.9807022354692073,0.9807036309938074
1693,MDFI,0.9807030433590415,0.9807036309938074
1695,MEIS3,0.9807018224290126,0.9807036309938074
1709,MT.TC,0.9806991948907603,0.9807036309938074
1717,NARF,0.9807031025018765,0.9807036309938074
1724,NCS1,0.9807024083948096,0.9807036309938074
1731,NEU1,0.9807021583095903,0.9807036309938074
1737,NOL7,0.9807011700534685,0.9807036309938074
1744,NR1H2,0.980701109246484,0.9807036309938074
1794,ACTN1,0.9807032241960942,0.9807036309938074
1796,AES,0.9807030555700068,0.9807036309938074
1797,AGAP10P,0.9807029410545498,0.9807036309938074
1798,AGAP2.AS1,0.980703352178494,0.9807036309938074
1799,AGPAT1,0.9807029279869827,0.9807036309938074
1824,ARIH1,0.9807028957080115,0.9807036309938074
1993,AC007686.1,0.9806636798981225,0.9807036309938074
1662,KLHDC4,0.9807031513009444,0.9807036309938074
1825,ATL2,0.9807033443576563,0.9807036309938074
1654,ITPR3,0.980703009434943,0.9807036309938074
1641,IFITM9P,0.9807032299454611,0.9807036309938074
1551,EMG1,0.9807033010806617,0.9807036309938074
1553,EMP2,0.9806775498469777,0.9807036309938074
1555,ERCC2,0.9807032464624813,0.9807036309938074
2073,AC092171.3,0.9806492881781326,0.9807036309938074
1567,FAM32A,0.9807028143073953,0.9807036309938074
1569,FBL,0.9807032677934717,0.9807036309938074
1575,FHL3,0.9807024612682541,0.9807036309938074
1577,FKBP4,0.9807032337190114,0.9807036309938074
1586,GALNS,0.9807027567784893,0.9807036309938074
1593,GLG1,0.9807026838232467,0.9807036309938074
1612,HADHA,0.9807028661565713,0.9807036309938074
1616,HEBP2,0.9807017831780017,0.9807036309938074
1621,HKR1,0.9807027139602011,0.9807036309938074
1626,HNRNPH3,0.9807021337444684,0.9807036309938074
1629,HOOK3,0.9807027732013768,0.9807036309938074
1635,HYI,0.9807029248152263,0.9807036309938074
1640,IFI35,0.9807008340888884,0.9807036309938074
1651,IRGQ,0.9807016552847417,0.9807036309938074
1827,AVL9,0.9807030922854308,0.9807036309938074
1830,BTBD1,0.9807033179539165,0.9807036309938074
1831,BTBD6,0.9807030442616479,0.9807036309938074
1883,FXR2,0.9807029414088421,0.9807036309938074
1891,GSDMD,0.9807030173849903,0.9807036309938074
1907,IL20RA,0.9807030544565105,0.9807036309938074
1910,JMJD4,0.9807030357257861,0.9807036309938074
1914,KRT18P13,0.9807033567900153,0.9807036309938074
1953,NLGN2,0.9807031816054677,0.9807036309938074
1915,KRT18P35,0.9807030932620854,0.9807036309938074
1916,KXD1,0.9807031439225894,0.9807036309938074
1918,LARS,0.9807026678193939,0.9807036309938074
1920,LINC00511,0.9807032054614558,0.9807036309938074
1948,NDUFA1,0.980703004058681,0.9807036309938074
1922,LONP1,0.9807032864288172,0.9807036309938074
1926,MAP3K11,0.9807033333574996,0.9807036309938074
1928,MARS,0.9807029124618771,0.9807036309938074
1930,MICAL2,0.9807027477131962,0.9807036309938074
1933,MLX,0.9807032056751588,0.9807036309938074
1934,MRFAP1,0.9807031675142146,0.9807036309938074
1875,FOXQ1,0.9807025836145095,0.9807036309938074
1960,NRM,0.9807030158328469,0.9807036309938074
1961,AAMDC,0.9806981611727739,0.9807036309938074
1873,FLAD1,0.9807031514190431,0.9807036309938074
1832,C11orf24,0.9807031508191767,0.9807036309938074
1836,CALCOCO1,0.9807031747876018,0.9807036309938074
1843,CDC34,0.9807029080622872,0.9807036309938074
1845,CKMT1A,0.9807031123930882,0.9807036309938074
1846,CNOT1,0.9807027421814201,0.9807036309938074
1852,DCAF8,0.9807030666262423,0.9807036309938074
1853,DHX37,0.9807025713551052,0.9807036309938074
1856,DNAJC10,0.9807030831796768,0.9807036309938074
1539,EIF2AK1,0.9806961430759785,0.9807036309938074
1857,DPAGT1,0.9807027418008879,0.9807036309938074
1859,DSTN,0.9807032027976669,0.9807036309938074
1866,ENSA,0.9807031632439127,0.9807036309938074
