,g,pval,qval
2719,GOLM1,0.00016568199169086917,0.0015085586268050056
3120,AC008065.1,0.00016768864382388227,0.0015234213847392876
3150,AC079922.1,0.00016903971655424233,0.001532275381683221
2767,HLA.DRB1,0.0001694975912841512,0.0015330115478366564
2510,CXCL2,0.00017060060298079716,0.0015395664171437792
3957,HSPA1A,0.00017427944746561952,0.0015658219672959634
2214,AL357055.2,0.00017422648150000608,0.0015658219672959634
1903,HNRNPD,0.00017597407382818897,0.0015775649349795795
1924,MAFB,0.00017724902047655533,0.0015855022271199564
2727,GRB10,0.00018031408355434486,0.0016093822808468938
2988,MS4A6A,0.00018238551917382217,0.0016172310741556781
2865,KLK10,0.00018204825097745125,0.0016172310741556781
3114,AC004057.1,0.0001822139248069954,0.0016172310741556781
3867,ALDOA,0.00018451114517759049,0.0016325225236365072
1455,CAND1,0.00018652372057192945,0.0016467495503855812
2243,AL731577.1,0.0002004682053068363,0.0017660294277030816
1481,CISD2,0.0002023779174207263,0.0017751683704792156
2446,CLEC2D,0.00020234453000522734,0.0017751683704792156
3959,HSPG2,0.00020299413157598423,0.0017767443344392597
3719,EEF2,0.00020408753567624505,0.001782481266528578
1944,MXRA5,0.00021332123630046773,0.0018591379694708858
3960,HTRA3,0.00021716454512310523,0.0018885890996817058
3148,AC068313.1,0.00021961905902045942,0.0019058626230560125
1942,MTCO1P53,0.000224304147658283,0.001942378470147259
1786,AC104978.1,0.00022918147917971865,0.0019750706101248823
1809,AL353678.1,0.0002290944294717212,0.0019750706101248823
1860,DUOXA2,0.00022953523306856738,0.0019750706101248823
1913,KIF12,0.00023052292379621697,0.0019793845988409346
3156,AC091429.1,0.00023743878173732025,0.0020344754561492494
2194,AL121612.1,0.00024131772105262517,0.0020633679090003875
3007,MTCO2P2,0.000249447544849124,0.0021284098690480813
3135,AC019181.1,0.00025108919573768596,0.0021379352022016357
1904,IGFBP5,0.00025282524743275303,0.0021482228748461478
1994,AC007690.1,0.0002536862920413663,0.0021510483512674184
3126,AC010099.1,0.00025488774302362405,0.0021567424409691264
3568,MT.CO1,0.00026110687286151624,0.002204782100718612
3036,NACA,0.00026291380094345396,0.0022154434158175107
1643,IFT43,0.00026403835198329784,0.0022203225053140955
2176,AL022237.1,0.00026981786723045964,0.0022628163144217095
3163,AC100771.1,0.0002702036188719781,0.0022628163144217095
1784,AC099335.1,0.00027586324482120617,0.002305469007027329
3381,EIF6,0.0002815308538667294,0.0023480134738475176
2679,FSTL1,0.00028308930584475256,0.002356182975026877
3583,MYH11,0.0002862823347142829,0.0023778961271165946
2758,HIF1A,0.00028926684622399,0.0023977923913068014
1896,HLA.DOA,0.0002973541433217708,0.002452710875914803
2802,IDH2,0.0002977000424329024,0.002452710875914803
3531,LYZ,0.00029658064269699747,0.002452710875914803
2102,AC104843.1,0.00030702720098596537,0.002524445874773493
3841,AC004386.1,0.00031779817461630167,0.0026077390538071527
1865,EIF5,0.0003199354964268375,0.0026147338764201376
3721,EHBP1L1,0.0003196561234527495,0.0026147338764201376
3886,BMP1,0.0003234725171956665,0.0026330662899727254
3358,DPEP1,0.00032312491807084953,0.0026330662899727254
2273,AP005902.2,0.00032563045604216967,0.0026453412297238136
1834,C6orf48,0.0003269673372010562,0.0026509104828850573
1759,AC007688.1,0.00033936775128418084,0.002745977629675181
3752,GREM1,0.0003502052412450718,0.0028280462933877822
1927,MARCKS,0.0003649641997790498,0.002941394639803431
2137,AC145285.1,0.0003724843747786588,0.002996069971045734
2878,LAPTM4A,0.00037537267296872123,0.0030133467041078806
1945,NACA3P,0.0003792390227366216,0.003038391382948917
1851,DAB2,0.0003957815887223326,0.0031646975758347616
1572,FGF19,0.00040109774601804205,0.003200917306457708
1952,NHSL2,0.0004070062565485477,0.0032417132370892157
2528,DCTPP1,0.0004093038951221706,0.003253646197553192
1465,CCDC124,0.00041613963094166984,0.003295113420102327
2575,EEF1A1P19,0.0004158987687843396,0.003295113420102327
3223,AP005202.1,0.000417518010346285,0.0032996083536104464
3208,AL589826.1,0.00041891491129131264,0.0033042319553403922
2803,IFITM2,0.0004218084995447624,0.0033206201027991935
3101,NR4A1,0.000425906302119583,0.0033464066595110093
1803,AL049830.1,0.0004351723852770162,0.0034126235223072366
3790,LAD1,0.00044175986348249374,0.0034576204699495183
1689,MAST3,0.0004440811385126864,0.003466500363275964
1385,AL109741.2,0.00044459783528993935,0.003466500363275964
2589,EFHD2,0.0004504609280724381,0.0035054990004872335
1806,AL139421.1,0.00045347046044463823,0.0035221846832245757
2113,AC113367.1,0.0004559277180705701,0.0035345253572328004
2276,AP2S1,0.00045871522055696,0.0035452033428781285
1976,AC004890.1,0.0004590472141761115,0.0035452033428781285
2307,ATP5A1,0.00047261820855015735,0.0036417437339851975
1881,FTLP3,0.00047333720768505394,0.0036417437339851975
1785,AC099670.2,0.00047551345562690805,0.0036515844611349356
3061,NDUFC2,0.0004782138704013672,0.0036654057486507807
2199,AL133163.1,0.00048741694951548453,0.00371495689986521
1736,NME7,0.00048713160308044845,0.00371495689986521
2096,AC100843.1,0.0004859155522752845,0.00371495689986521
1487,CMPK1,0.0004897991991409389,0.003726135963558171
3998,MGLL,0.0005102887635431985,0.003853200867571091
3843,AC007325.2,0.0005091373986965131,0.003853200867571091
3014,MTND1P27,0.0005101760128922717,0.003853200867571091
1837,CALM2,0.0005093560234081806,0.003853200867571091
3785,KRT18P10,0.0005160154357880531,0.0038892274512173637
2217,AL358472.1,0.0005192648331220351,0.003906484049550246
1729,NEIL1,0.0005218258732379022,0.003918507941103805
3230,AQP5,0.0005343430464673782,0.0040051127055658
2577,EEF1A1P29,0.0005374192508456055,0.0040207653509956144
3635,ADAMTS12,0.0005394680217042369,0.004028687795112374
2944,MELTF,0.0005739432564160207,0.004278294969987554
2684,FTH1P8,0.0005817206761475902,0.004320443707884474
2251,ALOX5AP,0.000581135756499207,0.004320443707884474
3880,B3GNT3,0.0005945596940627462,0.004407755837587208
3695,COL6A1,0.0005982682900801395,0.004427185346593032
3700,CRIP2,0.0006093587728034366,0.004501071153012681
3962,IFITM3,0.0006117945417425386,0.004510876421906036
3949,H1FX,0.000631531948471098,0.0046479837798867425
3779,KCNN4,0.0006344526214860924,0.0046610508473797765
2232,AL590286.1,0.000641761748658709,0.004706252823497199
3696,COLGALT1,0.0006474029880143561,0.0047390830237741535
3980,LGALS2,0.0006494823217144674,0.004745768490804098
1887,GDE1,0.0006545547150665909,0.004774261093765278
1902,HMOX1,0.0006657281928134084,0.004847072888641454
1490,COMMD3,0.0006696644412678143,0.004867025492785722
3974,KLK7,0.0006832984487086247,0.004957263255337081
2495,CTBP2,0.0006856458140671595,0.004965442105432988
1415,ARL8B,0.000689414040360159,0.004981636286655021
3142,AC025518.1,0.0006903299424259046,0.004981636286655021
3863,AL161787.1,0.0007086782861179808,0.005104992255752535
4044,FO393415.2,0.0007125471253237592,0.005123792932981802
2546,DHRS7,0.000718119138475859,0.005154752898759693
2009,AC010677.1,0.000721610588347632,0.005170695589040251
3693,COL18A1,0.0007257461056761061,0.005188054677247178
2161,ADRA2A,0.0007265825960763861,0.005188054677247178
1978,AC005019.1,0.0007404233554151318,0.005268396951992284
3898,CENPM,0.0007401926557806249,0.005268396951992284
3515,LGALS3,0.0007618587363605878,0.0054114573420376835
1506,CXCR4,0.0007661789572974698,0.005432662641464638
2075,AC092610.1,0.0007694967200329028,0.005446698522667677
2997,MT.RNR1,0.0007713631974068935,0.0054504309261216265
630,EID1,0.0007788029635601434,0.0054934628452162635
2814,IGHG4,0.0007926090969369026,0.0055811747829294005
3944,GJB3,0.0007948094699344876,0.005587002664306329
1752,ABT1,0.0008210228649885298,0.005761315621557442
1821,APOE,0.0008238008076482117,0.005770859358224134
3469,HNF1B,0.0008310929934777223,0.005811938975007439
1820,AP005431.1,0.0008402367686750623,0.00586580385678817
2315,ATP6AP2,0.0008491875491680734,0.005918139255332292
3972,JUP,0.0008731514327263712,0.00605404826438898
1847,COL5A2,0.0008722066946537099,0.00605404826438898
1829,BEX3,0.0008707955636721998,0.00605404826438898
1365,AC108022.1,0.0008747309933925251,0.006054685617529893
827,GPR157,0.0009032899788798954,0.006241749090052927
2036,AC026979.1,0.0009079255738529968,0.006263147602680843
2836,ITM2B,0.0009175863931423223,0.006319080575447126
3511,KRT8,0.0009396461774373588,0.006460067469881842
3021,MTUS1,0.0009896613462646586,0.006792448025796224
531,DAZAP1,0.0010045408875832829,0.00688296534084842
1772,AC074052.1,0.0010313513035309363,0.007046529226313802
2202,AL136126.1,0.001031875041494601,0.007046529226313802
2644,FAM177B,0.0010433185245714016,0.007112741030160142
932,IGHG1,0.0010584041363226326,0.007191493881190509
1765,AC020983.1,0.0010573026788566198,0.007191493881190509
2551,DMAC2,0.001071437650347784,0.007267918728192469
2021,AC018475.1,0.0010855093913262337,0.0073511201708781546
2881,LARP4,0.0010936999399965286,0.0073942836474848355
2201,AL135905.1,0.0011081941532746775,0.007479851084291771
624,EFNA1,0.0011184166705600074,0.007536350743674221
2069,AC091959.1,0.00114766903601915,0.007720682605947009
661,EPCAM,0.0011526668202086476,0.007732862295970637
2189,AL078604.1,0.001153279462814294,0.007732862295970637
2012,AC011933.1,0.001166345679649461,0.0078076100594955695
1240,NAA10,0.001173540492877656,0.007842873244683185
1882,FUNDC2,0.0011851154312833012,0.00790724558249678
1841,CCDC80,0.0011876654812870147,0.007911290521830034
3427,FTH1,0.0012277960346467331,0.008165244870934974
3009,MTCO3P22,0.0012538815854677976,0.008325119172681788
2784,HS6ST1,0.0012608685276984666,0.008357874442561497
2837,ITPRIPL2,0.001263636847969818,0.008362604831279933
3845,AC009088.4,0.0012658532960347912,0.008363673563087013
3851,AC026436.1,0.0012796455962753583,0.008441098179644585
1705,MRPL41,0.0013160503023534886,0.008667192120677507
1756,AC005786.1,0.001327576418950982,0.00872897580796526
1870,FGB,0.001330975355834818,0.008737209190722113
3194,AL033519.2,0.0013352429306244806,0.008751109062224857
1433,ATP5J,0.0013644098774844293,0.008927890998973677
2859,KIFC3,0.0013865745144538977,0.009058359990092076
2835,ITIH5,0.001401700277613438,0.009142500208151752
171,AP002381.1,0.0014133807406400134,0.009203935383047767
2426,CHCHD10,0.001416756479573844,0.009211180306494482
1778,AC091839.1,0.0014489153636529917,0.009400089903359181
2891,LITAF,0.0014504315624839226,0.009400089903359181
2652,FBRSL1,0.0014557097556665566,0.009419298419018896
1812,AL451081.2,0.0014641929172544144,0.009459151068611851
2532,DDX17,0.001474120725397987,0.009508195487115383
4050,HSPA1B,0.0014926670826136412,0.009591215769488556
2868,KPNB1,0.0014940616210947777,0.009591215769488556
2179,AL031736.2,0.0014917348809060371,0.009591215769488556
2806,IFT20,0.0015022320311207649,0.009628479317577186
3240,ATP1A1,0.0015067127370029798,0.009642013898745484
1769,AC023906.1,0.0015105836474277323,0.009651609803816123
1497,CPE,0.0015132401513714422,0.009653428551852304
2248,ALDH3A2,0.0015281199354447716,0.00973309567646357
1711,MTND4P12,0.0015641941358410794,0.009947297082614364
2406,CD93,0.0015693271777479367,0.009964370691784871
2070,AC092017.2,0.0015730209593576294,0.009972266829572512
1393,AL645939.1,0.0015896927744405431,0.01006228552406378
1366,AC109327.2,0.0016062993516502422,0.010135873428242613
1957,NOSTRIN,0.0016058021972702452,0.010135873428242613
401,CDS2,0.0016193170194334083,0.010202198558968997
1793,ACSL1,0.0016308328985938925,0.010258871556842568
1460,CBFB,0.0016504269394238547,0.010365649265203367
2527,DCTN3,0.001652900828775672,0.010365649265203367
2025,AC019205.3,0.001684178643148182,0.010545549350174
2240,AL645927.1,0.0016898423236082483,0.010564759227473994
1909,IP6K2,0.0016954936046410518,0.010583832777437241
2048,AC073648.4,0.0017030469376329016,0.010614702965032021
2085,AC093789.1,0.0017077040422646128,0.01062745481959782
2992,MST1L,0.0017201888295337309,0.01068880692549967
1484,CLK1,0.001739478295231467,0.01079219003291474
2617,EPAS1,0.0017533621836473001,0.010845264570584363
1630,HPN,0.00175259311992626,0.010845264570584363
3130,AC012671.1,0.001783824786431798,0.011016945190861029
1594,GLUL,0.0018166055904794698,0.011202401141290064
1828,BAZ2A,0.0018271350886261972,0.011250287156896556
2529,DCUN1D2,0.0018554401620879402,0.01140731338322948
3112,AC002075.2,0.001876849057335983,0.011504180215899776
3207,AL451074.3,0.0018759365026219665,0.011504180215899776
1669,LAPTM4B,0.0018845547862320622,0.011534042075134577
1783,AC098847.2,0.0018884215367920287,0.011540353835951285
2578,EEF1A1P3,0.0018922731485786493,0.01154655429492519
2211,AL353662.2,0.001901377896461165,0.011584742572749912
2439,CIITA,0.0019069707833901939,0.011601451552164558
2186,AL049872.1,0.001915819752659087,0.01163789013928729
2366,C6,0.0019227725500553516,0.011662718746237378
2658,FCHSD2,0.0019653409016550105,0.011903180758535555
3916,CST2,0.001975124548927676,0.011926939041744274
1929,MDH2,0.0019729015316110043,0.011926939041744274
3023,MUC5AC,0.002009755017523318,0.012118078401955414
3095,NPIPB3,0.002065610051646183,0.012436439216272136
1354,AC027575.1,0.002076906265266465,0.012485980058544332
3073,NFIB,0.0020833045538619643,0.012505972764333621
3881,BAIAP2,0.0020994093472509467,0.012565582416634342
2038,AC044787.1,0.002099357160779025,0.012565582416634342
3897,CDC25B,0.0021246369395859777,0.012697903589008706
3066,NDUFV2P1,0.0021757961160501216,0.012984589724815242
2408,CDC42,0.0021836123520254658,0.013012155596989233
1543,EIF3J,0.002188811168832183,0.013019411802013115
2359,C1R,0.002194197184178237,0.013019411802013115
2120,AC116562.1,0.0021944266575383287,0.013019411802013115
2067,AC090686.1,0.002215658092277195,0.013126242264291389
3216,ANXA2,0.0022389567832294954,0.013229737162771269
3651,AP2B1,0.002239628723623932,0.013229737162771269
3950,HCFC1R1,0.0022605938941951953,0.013334227752716586
2902,LRRC75A.AS1,0.002264810550162144,0.013339766916295117
1980,AC005165.2,0.002364940823032735,0.013889334992414477
2795,HTRA2,0.00236191940926489,0.013889334992414477
1923,LRRC32,0.0023817060219087915,0.013967641944047236
3273,CALR,0.002385452307305247,0.013969483296017778
1404,APEX1,0.0024120874835357187,0.01410516674998617
3692,CLTB,0.0024518631373638966,0.014317192208136384
2313,ATP5L2,0.0024681908064814184,0.014391886221173888
2381,CAPZA2,0.002479773652234174,0.01443873929126336
3211,AL603825.1,0.002494018233463735,0.014500934585996288
2178,AL031229.1,0.0025293691004280028,0.014685495347706095
1453,C6orf141,0.0025738316691288343,0.014922357397940678
1388,AL158823.1,0.0026117945657953,0.015120915907235948
3020,MTRNR2L12,0.002623757025583484,0.015168595304154516
4024,ABTB1,0.0026542532252666895,0.015323135640901315
2220,AL359715.1,0.002660310212163841,0.015336349240094664
2407,CD99,0.0026647142684312897,0.015339209872498523
2553,DNAJB1,0.0026683441252405293,0.015339209872498523
2006,AC009961.3,0.0027089737181138496,0.015550808226690221
1400,AP002884.1,0.0027150991542822522,0.01556401909567432
1413,ARIH2,0.0027473704764316986,0.01572686053316036
2184,AL049597.1,0.002754344943564857,0.015744640337512595
2597,EIF3FP3,0.0027651452546578748,0.015784209237668375
3988,LSM4,0.0027750563670507766,0.01579647470475057
1483,CLDN3,0.0027727988140670012,0.01579647470475057
687,EZH1,0.002781854528371319,0.015813055768814623
3830,NBL1,0.002804120894704387,0.015917394757945406
2207,AL160314.1,0.002878949767546213,0.01631939492188452
3222,AP004217.1,0.0029086498684138817,0.01646481914387274
3716,DPYSL3,0.0029318513077538633,0.016573103920219757
1498,CPSF7,0.002944764844509229,0.016623013754719227
620,EEF1B2P6,0.0029601744777645322,0.016686856128118623
1411,ARHGEF40,0.002964772251806802,0.016689658457612288
2094,AC099560.2,0.0030157772763005353,0.01692994967523197
1958,NPIPB12,0.003012706408100363,0.01692994967523197
1502,CTGF,0.0030277981609085902,0.0169740199929724
3379,EIF4G1,0.003050661785410469,0.017078670518047605
1632,HSD17B2,0.0031038887673170423,0.017352784729368628
1429,ATP5A1P2,0.003131429854879797,0.017482742811194475
2020,AC016712.1,0.0031942399381570397,0.017808981573012535
2561,DSP,0.0032181075325827813,0.017910048509407386
673,ERLIN2,0.0032211684297017706,0.017910048509407386
3642,AL079342.1,0.003226578682365977,0.017915655166752423
3056,NDUFA4,0.003235165055708644,0.01793885800644984
2521,DAZAP2,0.0032497398273836353,0.017995157955716184
1590,GIT1,0.0032656321361139717,0.018058590752695468
3994,MAT2A,0.0032819297136552628,0.018124089463469363
2015,AC012618.2,0.0032997329872319625,0.018148531429775794
2624,ERP29,0.0032912965065461375,0.018148531429775794
2583,EEF1B2P2,0.003296003804440284,0.018148531429775794
2032,AC025062.1,0.003317225129432666,0.018220116432916263
1936,MRPL51,0.0033294303040619644,0.01823792912184683
1378,ADGRG1,0.003327588346578425,0.01823792912184683
3529,LY6D,0.0033558207839020637,0.018357783051722313
1358,AC093591.1,0.0033725569218330254,0.018424572713906597
3388,ENO1,0.0033818643586899233,0.01842595440410708
3811,MISP,0.003379940491530342,0.01842595440410708
1992,AC007387.1,0.0034090495918608354,0.018549240426301603
3833,NDUFA13,0.0034300438294254665,0.01863855592224519
1986,AC006463.2,0.003442365874937514,0.01868057214799424
3025,MXI1,0.0034533057843755266,0.018714986075111042
309,C1orf123,0.0034634898001522085,0.018745217402419533
1998,AC008155.1,0.0034919234995078874,0.01886342744615736
530,DAXX,0.003494600563735295,0.01886342744615736
2872,KRT7,0.003518569412966688,0.01896765233215155
3930,ELOVL1,0.0035534933239609323,0.019130579138255284
2367,C6orf62,0.0035649643244951568,0.019166981242662202
4003,MRPL23,0.0035716473586201447,0.01917757882530869
3911,COL5A3,0.0035892736570479755,0.019246829755184797
1780,AC095041.1,0.003602440906352311,0.019292019064281456
1791,AC133435.1,0.0036204820456593456,0.019363156275733952
2505,CTSL,0.0036356388401662665,0.019418700891701713
1741,NPIPB10P,0.003647074585395371,0.019454251064953028
967,ITGA6,0.0036637059836861496,0.019517386588485116
2389,CCDC88C,0.0037289269283760085,0.019838866141817457
1512,DDIT4,0.0038153429921914395,0.020272122686970182
1565,FAM20A,0.0039028416053016324,0.02070999391600736
3757,HABP2,0.003972065681786763,0.021022506274216028
2210,AL162430.1,0.003972024233846461,0.021022506274216028
2129,AC132942.1,0.003996096263980453,0.02112222310961097
3202,AL355312.3,0.0040023534655547754,0.021127858112591356
1383,AL096711.1,0.004029648154209253,0.021244388585015105
430,CINP,0.0040591051158622715,0.021372002356480527
970,ITM2C,0.0040769723288957005,0.021438342866415373
983,KAT7,0.0040911192483469305,0.021457287810273205
1347,AC007683.1,0.004091036565565864,0.021457287810273205
4064,NR1D1,0.004126583332551781,0.021615436503842664
1605,GRB7,0.004143910372836568,0.021678297194659163
3874,ARFGAP1,0.0041936290323718595,0.021910231273110998
3525,LRRC15,0.004210590369300493,0.021970644619298728
2086,AC096919.1,0.004228693374811132,0.022036852798311534
2581,EEF1B2,0.00427422938616373,0.022245669567373894
3162,AC098590.1,0.004281008021752686,0.02225249380400183
2550,DLG3,0.004312593425047195,0.022388080663191434
2104,AC106872.2,0.004366271610429018,0.022637866820950446
3928,EHD1,0.00438718260462112,0.02268847928946374
1392,AL645568.3,0.004382034574038629,0.02268847928946374
2258,ANGPTL2,0.0044445506825741,0.022955991469640336
1735,NME2P1,0.004572361837884342,0.02358620111557576
3172,AC133473.1,0.004623161338615289,0.023818059048309147
1706,MSN,0.004657320585936375,0.023963710220936848
2504,CTSK,0.004668405918370255,0.023990419302736033
2998,MT1A,0.004718479930591157,0.024217166856880214
2906,LTBP2,0.004725514504810957,0.024222725484358432
1384,AL109615.1,0.004766204662464024,0.024400569781419596
2333,BCL2L1,0.004776375511976627,0.024421920017267427
318,C4orf48,0.004788864397286541,0.024455054073972672
2116,AC114495.1,0.004797683465519564,0.02446938810108349
2596,EIF3F,0.004837758437725825,0.024642899676525793
2813,IGHG3,0.00495235379846215,0.02516364539293502
3033,MYRF,0.0049465731246642886,0.02516364539293502
4068,MTATP6P1,0.005008463633515703,0.02535378978657825
1417,ARNT,0.005001117923176479,0.02535378978657825
2497,CTNNB1,0.005006438704347138,0.02535378978657825
2519,DAP,0.0050483474359156455,0.025523942936865437
2226,AL451007.1,0.005065826343903623,0.025580537493409116
